ligne,station,ordre,correspondance,station_norm,station_key,latitude,longitude
RER A 4,Charles de Gaulle – Étoile,12,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,charles de gaulle etoile,48.87514981972761,2.295904904713175
RER A 4,Charles de Gaulle – Étoile,12,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,charles de gaulle etoile,48.874204186324654,2.2947732143825275
RER A 4,Charles de Gaulle – Étoile,12,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,charles de gaulle etoile,48.87474865067991,2.2955602562131467
RER A 4,Auber,13,"METRO 3, METRO 7, METRO 8, METRO 9, RER E",auber,auber,48.87215749487708,2.329927170608276
RER A 4,Châtelet – Les Halles,14,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.85763141070005,2.3480365654004016
RER A 4,Châtelet – Les Halles,14,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.86251523497548,2.345785860039181
RER A 4,Châtelet – Les Halles,14,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.856942736159496,2.348147481005499
RER A 4,Châtelet – Les Halles,14,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.86182227279812,2.3470126872387564
RER A 4,Châtelet – Les Halles,14,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.85928732517095,2.345803056189527
RER A 4,Châtelet – Les Halles,14,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.859589655582816,2.346478183587595
RER A 4,Châtelet – Les Halles,14,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.8597186619952,2.346768285736699
RER A 4,Paris-Gare de Lyon,15,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,48.84476017126674,2.373593653262281
RER A 4,Paris-Gare de Lyon,15,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,48.84413934985302,2.373259976710645
RER A 4,Paris-Gare de Lyon,15,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,48.84586897868619,2.373774422563834
RER A 4,Paris-Gare de Lyon,15,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,48.84377257685146,2.3739164698064985
RER A 4,Paris-Gare de Lyon,15,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,48.843486761806766,2.3739225903167545
RER A 4,Nation,16,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,48.84823711041019,2.395823588826126
RER A 4,Nation,16,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,48.847579367477074,2.395554512170688
RER A 4,Nation,16,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,48.848474285974376,2.395062305425881
RER A 4,Nation,16,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,48.84737487872935,2.39546199483274
RER A 4,Nation,16,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,48.84894464506383,2.3958794351856887
RER A 4,Vincennes,17,,vincennes,vincennes,48.84445639456913,2.440439978057246
RER A 4,Vincennes,17,,vincennes,vincennes,48.84734036417028,2.432434660260661
RER A 4,Val de Fontenay,18,RER E,val de fontenay,val de fontenay,48.84379435193279,2.463501419487552
RER A 4,Val de Fontenay,18,RER E,val de fontenay,val de fontenay,48.85409607826304,2.4886964657999355
RER A 4,Val de Fontenay,18,RER E,val de fontenay,val de fontenay,48.85426899363538,2.489167460948015
RER A 4,Neuilly Plaisance,19,,neuilly plaisance,neuilly plaisance,48.85290746280475,2.5143124384334405
RER A 4,Bry sur Marne,20,,bry sur marne,bry sur marne,48.84519309666404,2.525615908439546
RER A 4,Noisy le Grand Mont d’Est,21,,noisy le grand mont d'est,noisy le grand mont d'est,48.8408443721592,2.549900487641346
RER A 4,Noisy Champs,22,,noisy champs,noisy champs,48.84288484082361,2.5800859119743564
RER A 4,Noisiel,23,,noisiel,noisiel,48.84350923944823,2.616678624694602
RER A 4,Lognes,24,,lognes,lognes,48.83921929995165,2.6332109134176336
RER A 4,Torcy,25,,torcy,torcy,48.83964551726303,2.655130086641314
RER A 4,Bussy Saint-Georges,26,,bussy saint georges,bussy saint georges,48.83653643294523,2.708981742262277
RER A 4,Serris-Montévrain – Val d’Europe,27,,serris montevrain val d'europe,serris montevrain val d'europe,,
RER A 4,Marne la Vallée Chessy – Parc Disneyland,28,,marne la vallee chessy parc disneyland,marne la vallee chessy parc disneyland,,
RER A 5,Poissy,1,,poissy,poissy,48.93326540612855,2.041072289675926
RER A 5,Achères Grand Cormier,2,,acheres grand cormier,acheres grand cormier,48.95540224453112,2.093521901580612
RER A 5,Maisons Laffitte,3,,maisons laffitte,maisons laffitte,48.94550297190666,2.1450174376542583
RER A 5,Sartrouville,4,,sartrouville,sartrouville,48.93773606341459,2.1570864964698178
RER A 5,Houilles Carrières sur Seine,5,,houilles carrieres sur seine,houilles carrieres sur seine,48.92037937392436,2.185353376302864
RER A 5,Nanterre – Préfecture,6,,nanterre prefecture,nanterre prefecture,48.89574531120744,2.2232129684066617
RER A 5,La Défense Grande Arche,7,METRO 1,la defense grande arche,la defense,48.89218707644951,2.237018056395014
RER A 5,La Défense Grande Arche,7,METRO 1,la defense grande arche,la defense,48.8921233638325,2.237213536457713
RER A 5,La Défense Grande Arche,7,METRO 1,la defense grande arche,la defense,48.89286497052017,2.2395681712170497
RER A 5,La Défense Grande Arche,7,METRO 1,la defense grande arche,la defense,48.89168813894621,2.238595217338472
RER A 5,Charles de Gaulle – Étoile,8,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,charles de gaulle etoile,48.87481054112289,2.2958012223518693
RER A 5,Charles de Gaulle – Étoile,8,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,charles de gaulle etoile,48.87514981972761,2.295904904713175
RER A 5,Charles de Gaulle – Étoile,8,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,charles de gaulle etoile,48.874204186324654,2.2947732143825275
RER A 5,Charles de Gaulle – Étoile,8,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,charles de gaulle etoile,48.87474865067991,2.2955602562131467
RER A 5,Auber,9,"METRO 3, METRO 7, METRO 8, METRO 9, RER E",auber,auber,48.87215749487708,2.329927170608276
RER A 5,Châtelet – Les Halles,10,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.85763141070005,2.3480365654004016
RER A 5,Châtelet – Les Halles,10,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.86251523497548,2.345785860039181
RER A 5,Châtelet – Les Halles,10,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.856942736159496,2.348147481005499
RER A 5,Châtelet – Les Halles,10,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.86182227279812,2.3470126872387564
RER A 5,Châtelet – Les Halles,10,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.85928732517095,2.345803056189527
RER A 5,Châtelet – Les Halles,10,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.859589655582816,2.346478183587595
RER A 5,Châtelet – Les Halles,10,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,48.8597186619952,2.346768285736699
RER A 5,Paris-Gare de Lyon,11,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,48.84476017126674,2.373593653262281
